title,avg_rating,rating_count,bias_score,is_underserved
Scooby-Doo! Abracadabra-Doo (2010),3.23,51,-0.22,0
Mommy (2014),3.91,808,-0.02,0
A Most Violent Year (2014),3.56,958,-0.15,0
Wild (2014),3.57,1446,-0.16,0
Mr. Jones (2013),2.57,51,-0.55,0
Top Five (2014),3.17,235,-0.34,0
Bill Burr: I'm Sorry You Feel That Way (2014),3.93,396,0.0,1
Redirected (2014),3.09,135,-0.36,0
Don't Blink (2014),2.14,50,-0.67,0
Big Eyes (2014),3.36,925,-0.29,0
Into the Woods (2014),2.99,1517,-0.56,0
Scooby-Doo! and the Witch's Ghost (1999),3.51,137,-0.09,0
"Men, Women & Children (2014)",3.49,219,-0.18,0
Ascension (2014),3.47,125,-0.15,0
The Interview (2014),3.09,4449,-0.48,0
Kingsman: The Secret Service (2015),3.81,15795,-0.11,0
Bill Burr: You People Are All the Same (2012),3.94,288,0.02,1
Night at the Museum: Secret of the Tomb (2014),3.05,1898,-0.47,0
Katt Williams: The Pimp Chronicles Pt. 1 (2006),3.97,30,0.17,1
Sorority Wars (2009),3.56,32,0.04,1
The Punisher: Dirty Laundry (2012),3.68,128,-0.01,0
Behaving Badly (2014),2.3,47,-0.63,0
Tyler Perry's A Madea Christmas (2013),2.45,51,-0.61,0
A Thousand Times Goodnight (2014),3.58,33,0.04,1
Tyler Perry's Madea's Big Happy Family (2011),2.77,45,-0.47,0
12 Dates of Christmas (2011),3.09,62,-0.31,0
The Missing (2014),3.8,77,0.06,1
Exorcismus (2010),2.94,32,-0.37,0
Nick Offerman: American Ham (2014),3.17,33,-0.22,0
Seventh Son (2014),2.77,567,-0.61,0
7th Floor (2013),3.23,43,-0.21,0
FernGully 2: The Magical Rescue (1998),2.72,38,-0.48,0
Sharpe's Battle (1995),3.71,31,0.1,1
Sharpe's Eagle (1993),3.7,33,0.09,1
Let's Kill Ward's Wife (2014),2.58,45,-0.54,0
A Merry Friggin' Christmas (2014),2.54,60,-0.56,0
Ask Me Anything (2014),3.09,80,-0.32,0
Jauja (2014),3.09,44,-0.28,0
The Grump (2014),3.22,32,-0.19,0
Into the Forest of Fireflies' Light (2011),3.86,265,0.01,1
Annie (2014),2.78,233,-0.57,0
PK (2014),3.78,717,-0.05,0
Foodfight! (2012),0.95,46,-0.77,0
Bird People (2014),2.97,31,-0.36,0
Miss Granny (2014),3.58,42,0.02,1
Drishyam (2013),3.89,95,0.07,1
Comet (2014),3.57,254,-0.1,0
From Time to Time (2009),3.14,42,-0.25,0
Chappie (2015),3.39,4476,-0.31,0
Toy Story Toons: Partysaurus Rex (2012),3.33,92,-0.21,0
Toy Story That Time Forgot (2014),3.25,344,-0.3,0
The Salt of the Earth (2014),4.02,332,0.05,1
Daar (1993),2.95,30,-0.36,0
Gimme Shelter (2013),3.42,40,-0.09,0
The Fool (2014),3.92,357,0.01,1
Taken 3 (2015),2.97,1736,-0.57,0
Blackhat (2015),2.72,469,-0.63,0
Night Train (1959),3.79,31,0.13,1
Son of a Gun (2014),3.16,145,-0.33,0
The Big Shave (1968),3.39,75,-0.16,0
Terminator Genisys (2015),2.98,3153,-0.58,0
Robin Williams: Weapons of Self Destruction (2009),3.5,60,-0.07,0
John Mulaney: New In Town (2012),4.1,692,0.03,1
Patton Oswalt: Finest Hour (2011),3.61,52,0.01,1
Patton Oswalt: My Weakness Is Strong (2009),3.65,99,-0.01,0
Patton Oswalt: Werewolves and Lollipops (2007),3.53,68,-0.04,0
The Woman in Black 2: Angel of Death (2015),2.72,198,-0.59,0
The Hound of the Baskervilles (1988),3.61,70,-0.01,0
Fight for Your Right Revisited (2011),3.4,46,-0.11,0
Fresh Guacamole (2012),3.83,115,0.05,1
Employees Leaving the Lumière Factory (1895),3.05,78,-0.34,0
Korengal (2014),3.6,52,0.01,1
The Hire: Powder Keg (2001),3.27,33,-0.15,0
The Hire: Beat the Devil (2002),3.33,42,-0.14,0
Space Buddies (2009),2.36,37,-0.6,0
Viy (2014),2.81,42,-0.45,0
Houdini (2014),3.46,87,-0.14,0
101 Dalmatians II: Patch's London Adventure (2003),2.87,129,-0.5,0
Justin Bieber: Never Say Never (2011),1.29,63,-0.78,0
Van Wilder: Freshman Year (2009),2.82,65,-0.48,0
V (1983),3.45,131,-0.17,0
Shriek If You Know What I Did Last Friday the Thirteenth (2000),2.2,37,-0.63,0
Tarzan (2013),2.36,56,-0.63,0
Highlander: The Source (2007),1.6,34,-0.7,0
The Car (1977),2.89,46,-0.42,0
The Hungover Games (2014),1.89,83,-0.75,0
Ishq (1997),3.04,37,-0.28,0
Nurse 3D (2013),2.46,64,-0.63,0
Wrong Turn 5: Bloodlines (2012),2.82,74,-0.49,0
Flu (2013),3.32,83,-0.2,0
Kevin Hart: Let Me Explain (2013),3.13,88,-0.31,0
"Tad, the Lost Explorer (2012)",2.5,38,-0.56,0
V: The Final Battle (1984),3.18,54,-0.25,0
The Duke of Burgundy (2014),3.43,187,-0.19,0
Red Army (2014),3.76,137,0.02,1
Save the Last Dance 2 (2006),2.66,35,-0.49,0
When in Rome (2002),2.68,85,-0.55,0
Tyler Perry's The Single Moms Club (2014),2.7,30,-0.46,0
Hansel & Gretel (2007),3.41,51,-0.12,0
Supermensch: The Legend of Shep Gordon (2013),3.7,59,0.04,1
It Follows (2014),3.65,4252,-0.15,0
The Anomaly (2014),2.51,71,-0.58,0
Sweeney Todd: The Demon Barber of Fleet Street (1982),3.66,45,0.04,1
The Town that Dreaded Sundown (2014),2.86,109,-0.5,0
White Elephant (2012),2.87,34,-0.41,0
Leprechaun: Back 2 Tha Hood (2003),1.8,32,-0.68,0
The Shortcut (2009),2.19,31,-0.62,0
Little Lord Fauntleroy (1980),3.68,34,0.08,1
The Six Wives of Henry Lefay (2009),2.45,30,-0.57,0
Someone's Gaze (2013),3.47,43,-0.08,0
Goodbye to Language 3D (2014),3.05,68,-0.33,0
The Berlin File (2013),3.19,63,-0.26,0
The Attorney (2013),3.89,52,0.11,1
Altitude (2010),2.22,51,-0.66,0
Get a Horse! (2013),3.17,66,-0.27,0
Happy New Year (2014),2.49,70,-0.63,0
Bill Burr: Let It Go (2010),3.87,276,0.01,1
Bill Burr: Why Do I Do This? (2008),4.01,227,0.07,1
Picture This (2008),3.03,39,-0.29,0
Lizzie Borden Took an Ax (2014),2.74,38,-0.48,0
At the Devil's Door (2014),2.53,47,-0.55,0
The Uninvited Guest (2004),3.03,31,-0.27,0
Stuart Little 3: Call of the Wild (2005),2.06,50,-0.67,0
Kevin Hart: Seriously Funny (2010),3.39,83,-0.16,0
Scooby-Doo! Camp Scare (2010),3.16,57,-0.27,0
Tooth Fairy 2 (2012),1.91,39,-0.69,0
Pride and Prejudice (1980),4.21,58,0.16,1
The Captains (2011),3.01,61,-0.33,0
The Land Before Time VII: The Stone of Cold Fire (2000),2.46,38,-0.59,0
Ricky Gervais: Out of England - The Stand-Up Special (2008),3.61,49,0.02,1
The Land Before Time IX: Journey to the Big Water (2002),2.59,43,-0.53,0
The Land Before Time VIII: The Big Freeze (2001),2.9,35,-0.4,0
The Land Before Time X: The Great Longneck Migration (2003),3.0,36,-0.33,0
JLA Adventures: Trapped in Time (2014),2.95,30,-0.36,0
Hercules and the Amazon Women (1994),2.85,31,-0.4,0
Air Buddies (2006),2.46,35,-0.58,0
Jack Frost (1979),3.27,35,-0.16,0
I Want You (2012),3.22,38,-0.2,0
Mad Max: Fury Road (2015),3.87,22013,-0.09,0
Insidious: Chapter 3 (2015),3.2,732,-0.38,0
Warcraft (2016),3.21,2397,-0.4,0
Avengers: Age of Ultron (2015),3.5,12390,-0.28,0
Justice League (2017),2.73,2406,-0.68,0
Ant-Man (2015),3.55,10748,-0.2,0
Fantastic Four (2015),2.13,1732,-0.83,0
Deadpool (2016),3.86,24432,-0.1,0
Black Panther (2017),3.62,8913,-0.17,0
Inhumans (2018),2.08,69,-0.7,0
Captain Marvel (2018),3.25,4186,-0.38,0
Avengers: Infinity War - Part I (2018),3.92,16164,-0.08,0
Avengers: Infinity War - Part II (2019),3.9,12845,-0.08,0
Thor: Ragnarok (2017),3.9,14231,-0.09,0
Guardians of the Galaxy 2 (2017),3.82,13509,-0.1,0
Captain America: Civil War (2016),3.7,11221,-0.14,0
Doctor Strange (2016),3.76,12606,-0.12,0
X-Men: Apocalypse (2016),3.18,4783,-0.43,0
Untitled Spider-Man Reboot (2017),3.77,9214,-0.11,0
Clear History (2013),3.14,154,-0.34,0
Love at First Fight (2014),3.34,47,-0.14,0
The Phantom of the Opera (1990),3.42,31,-0.07,0
Hercules and the Lost Kingdom (1994),3.03,38,-0.29,0
Piranha Hunt (2006),3.09,33,-0.25,0
The Land Before Time XI: Invasion of the Tinysauruses (2005),2.8,33,-0.43,0
Jim Jefferies: I Swear to God (2009),3.71,99,0.01,1
Taken (2002),3.63,190,-0.06,0
They Fought for Their Motherland (1975),3.74,44,0.08,1
Ricky Gervais: Out of England 2 - The Stand-Up Special (2010),3.47,31,-0.05,0
Hercules in the Underworld (1994),3.0,46,-0.35,0
Jim Jefferies: Alcoholocaust (2010),3.73,100,0.01,1
The Major (2013),3.59,70,-0.02,0
Cake (2014),3.2,215,-0.32,0
Lewis Black: Stark Raving Black (2009),3.48,30,-0.04,0
Kevin Smith: Too Fat For 40 (2010),2.93,34,-0.38,0
The Wind in the Willows (1983),3.45,38,-0.08,0
The Gambler (2014),3.02,370,-0.43,0
Dinosaur 13 (2014),3.58,48,0.01,1
Justice League: Throne of Atlantis (2015),3.14,229,-0.36,0
Print the Legend (2014),3.68,45,0.06,1
The Divine Move (2014),3.28,37,-0.16,0
Paper Planes (2014),3.12,46,-0.27,0
2012: Ice Age (2011),2.77,44,-0.46,0
Not Another Happy Ending (2013),3.1,31,-0.25,0
Mortdecai (2015),2.79,524,-0.6,0
Fifty Shades of Grey (2015),2.1,2127,-0.84,0
Expelled (2014),2.98,43,-0.39,0
Kiwi! (2006),3.41,143,-0.19,0
Crac (1981),3.55,31,0.04,1
Garfield's Halloween Adventure (1985),3.01,47,-0.31,0
Halloweentown (1998),3.4,277,-0.23,0
Halloweentown II: Kalabar's Revenge (2001),3.28,196,-0.27,0
Halloweentown High (2004),3.33,159,-0.24,0
Signs (2008),3.85,75,0.08,1
The Dot and the Line : A Romance in Lower Mathematics (1965),3.31,40,-0.15,0
Rubber Johnny (2005),3.15,43,-0.25,0
Barbie: A Fashion Fairytale (2010),2.74,43,-0.49,0
Pluto's Christmas Tree (1952),3.56,48,0.0,1
Broom-Stick Bunny (1956),3.65,34,0.07,1
The Little Matchgirl (2006),3.55,64,-0.03,0
The Horribly Slow Murderer with the Extremely Inefficient Weapon (2008),3.23,79,-0.26,0
Norm MacDonald: Me Doing Standup (2011),3.71,36,0.09,1
A Flintstones Christmas Carol (1994),2.8,32,-0.43,0
Hedgehog in the Fog (1975),4.0,419,0.04,1
Wolves (2014),2.4,40,-0.6,0
The Adventures of André and Wally B. (1984),2.14,54,-0.67,0
American Heist (2015),2.26,57,-0.65,0
Solyaris (1968),3.94,306,0.02,1
The Pacific (2010),4.01,848,0.02,1
Strange Magic (2015),3.15,90,-0.3,0
7 Days in Havana (2012),3.23,31,-0.18,0
The DUFF (2015),3.33,1301,-0.32,0
Tower Block (2012),2.82,30,-0.42,0
The Remaining (2014),2.29,34,-0.6,0
Everly (2014),2.55,112,-0.61,0
Beyond Outrage (2012),3.45,80,-0.13,0
The Little Death (2014),3.48,231,-0.18,0
Help! I'm A Fish (2001),2.61,44,-0.53,0
Sunes sommar (1993),2.82,31,-0.42,0
The Blue Room (2014),3.04,40,-0.29,0
Of Horses and Men (2013),3.6,40,0.03,1
The Fox and the Hound 2 (2006),3.0,98,-0.41,0
The Heart of the World (2000),3.76,60,0.07,1
Li'l Quinquin (2014),3.64,46,0.04,1
These Amazing Shadows (2011),3.29,34,-0.14,0
The Fabulous Baron Munchausen (1962),3.76,48,0.09,1
City Zero (1989),3.49,36,-0.06,0
Bells from the Deep (1993),3.76,31,0.13,1
Rewind This! (2013),3.51,59,-0.03,0
Fantomas (Fantômas) (1964),3.5,123,-0.08,0
Fantomas Unleashed (Fantômas se déchaîne) (1965),3.53,81,-0.05,0
Fantomas vs. Scotland Yard (Fantômas contre Scotland Yard) (1967),3.58,75,-0.02,0
Operation 'Y' & Other Shurik's Adventures (1965),4.12,598,0.04,1
Gertie the Dinosaur (1914),3.24,43,-0.2,0
Art and Craft (2014),3.33,35,-0.13,0
Suicide Room (2011),3.19,99,-0.29,0
Suburban Gothic (2014),2.84,61,-0.46,0
Project Almanac (2015),3.28,850,-0.33,0
Louis C.K.: Live at The Comedy Store (2015),3.91,1471,-0.04,0
Brooklyn (2015),3.8,1769,-0.07,0
Digging for Fire (2015),2.89,80,-0.46,0
Don Verdean (2015),2.78,60,-0.49,0
The End of the Tour (2015),3.69,591,-0.08,0
Experimenter (2015),3.38,302,-0.23,0
I Am Michael (2015),2.94,43,-0.4,0
Lila & Eve (2015),2.75,48,-0.49,0
Last Days in the Desert (2015),2.95,32,-0.37,0
I'll See You in My Dreams (2015),3.32,75,-0.2,0
Mississippi Grind (2015),3.35,219,-0.24,0
Mistress America (2015),3.4,384,-0.23,0
Zipper (2015),2.96,35,-0.38,0
A Walk in the Woods (2015),3.3,206,-0.26,0
True Story (2015),3.17,350,-0.36,0
Ten Thousand Saints (2015),2.82,37,-0.43,0
Sleeping with Other People (2015),3.39,428,-0.25,0
Drunk Stoned Brilliant Dead: The Story of the National Lampoon (2015),3.31,64,-0.19,0
Kurt Cobain: Montage of Heck (2015),3.6,367,-0.1,0
The Hunting Ground (2015),3.59,70,-0.02,0
Going Clear: Scientology and the Prison of Belief (2015),3.91,1223,-0.04,0
The Mask You Live In (2015),3.81,40,0.12,1
Prophet's Prey (2015),3.52,45,-0.01,0
Tig (2015),3.44,66,-0.12,0
"What Happened, Miss Simone? (2015)",3.73,193,-0.02,0
99 Homes (2014),3.51,304,-0.13,0
"Story of Film: An Odyssey, The (2011)",4.1,129,0.11,1
Aloft (2014),2.92,40,-0.4,0
Eden (2014),3.08,45,-0.29,0
Girlhood (2014),3.66,114,-0.02,0
Advantageous (2015),3.29,126,-0.24,0
The Bronze (2015),2.85,87,-0.49,0
The D Train (2015),2.84,46,-0.44,0
The Diary of a Teenage Girl (2015),3.56,358,-0.11,0
Dope (2015),3.63,1163,-0.13,0
I Smile Back (2015),3.04,55,-0.32,0
Me and Earl and the Dying Girl (2015),3.85,2416,-0.07,0
The Overnight (2015),3.03,184,-0.4,0
"People, Places, Things (2015)",3.48,163,-0.16,0
Results (2015),2.83,110,-0.51,0
The Stanford Prison Experiment (2015),3.51,407,-0.14,0
Unexpected (2015),2.7,37,-0.48,0
Z for Zachariah (2015),3.0,216,-0.49,0
Stations of the Cross (2014),3.88,51,0.11,1
Reality (2012),3.4,31,-0.08,0
In the Basement (2014),3.37,31,-0.09,0
Estomago: A Gastronomic Story (2007),3.8,63,0.08,1
A Pigeon Sat on a Branch Reflecting on Existence (2014),3.63,285,-0.08,0
Miss Julie (2014),2.98,41,-0.39,0
Teen Spirit (2011),3.14,35,-0.23,0
The Forbidden Room (2015),3.47,78,-0.13,0
Alien Outpost (2014),2.45,68,-0.63,0
The Loft (2014),3.15,300,-0.37,0
[REC] 4: Apocalypse (2014),2.79,144,-0.54,0
Vice (2015),2.52,119,-0.61,0
Family Guy Presents: Blue Harvest (2007),3.29,339,-0.29,0
Last Days in Vietnam (2014),3.9,82,0.08,1
Lost River (2014),3.26,170,-0.27,0
Chuck Norris vs Communism (2015),3.63,35,0.06,1
The Retrieval (2013),3.34,34,-0.12,0
100 Bloody Acres (2012),2.76,49,-0.48,0
Kevin Hart: I'm a Grown Little Man (2009),3.54,91,-0.05,0
"Bo Burnham: Words, Words, Words (2010)",3.8,105,0.04,1
Jim Jefferies: BARE (2014),3.81,148,0.03,1
Not Safe for Work (2014),2.84,31,-0.41,0
Scooby-Doo in Arabian Nights (1994),3.12,33,-0.24,0
Beethoven's 3rd (2000),2.15,41,-0.65,0
Monty Python: Almost the Truth - Lawyers Cut (2009),3.63,79,-0.01,0
The Hateful Eight (2015),3.89,11554,-0.08,0
Patton Oswalt: Tragedy Plus Comedy Equals Time (2014),3.43,55,-0.12,0
Stray Dogs (2014),3.29,38,-0.16,0
What Have You Done to Solange? (1972),3.08,39,-0.28,0
A Christmas Kiss (2011),3.18,38,-0.22,0
Wild Card (2015),2.97,342,-0.51,0
Attila Marcel (2013),3.86,35,0.14,1
Paper Towns (2015),3.17,1078,-0.4,0
The Wonders (2014),3.12,37,-0.25,0
The Wedding Ringer (2015),3.36,543,-0.27,0
The Gruffalo's Child (2011),3.14,43,-0.25,0
Wyrmwood (2015),3.06,133,-0.37,0
Sällskapsresan II - Snowroller (1985),3.01,38,-0.29,0
SOS - en segelsällskapsresa (1988),2.61,31,-0.49,0
Jönssonligan på Mallorca (1989),2.42,30,-0.57,0
The Boy Next Door (2015),2.66,153,-0.6,0
Boy Meets Girl (2015),3.33,101,-0.21,0
John Doe: Vigilante (2014),3.21,33,-0.19,0
Knight of Cups (2015),3.08,248,-0.39,0
45 Years (2015),3.53,363,-0.13,0
Diary of a Chambermaid (2015),2.42,30,-0.57,0
Victoria (2015),3.85,956,-0.04,0
The Golden Dream (2013),3.66,34,0.07,1
Home Sweet Hell (2015),2.55,92,-0.59,0
Timbuktu (2014),3.58,165,-0.07,0
The Year Without a Santa Claus (1974),3.39,120,-0.19,0
Artifact (2012),3.78,30,0.13,1
The Dark Valley (2014),3.5,76,-0.08,0
I'm Here (2010),3.45,84,-0.14,0
The Last Five Years (2014),3.26,129,-0.25,0
Crimson Peak (2015),3.28,1525,-0.35,0
Dragonheart 3: The Sorcerer's Curse (2015),2.2,44,-0.65,0
Chris Rock: Bigger & Blacker (1999),3.52,125,-0.08,0
Chris Rock: Bring the Pain (1996),3.78,65,0.07,1
Casanova (2005),3.91,32,0.16,1
The Chaos Class Failed the Class (1976),3.65,37,0.06,1
Cloudburst (2011),3.49,50,-0.09,0
Mike Birbiglia: My Girlfriend's Boyfriend (2013),3.81,99,0.05,1
Tom Segura: Completely Normal (2014),3.74,80,0.03,1
Mike Birbiglia: What I Should Have Said Was Nothing (2008),3.6,63,-0.01,0
The 'High Sign' (1921),3.77,51,0.09,1
"Honey, We Shrunk Ourselves (1997)",2.55,214,-0.64,0
Stitch! The Movie (2003),3.25,184,-0.3,0
Hot Tub Time Machine 2 (2015),2.64,500,-0.65,0
Music for One Apartment and Six Drummers (2001),3.78,48,0.09,1
Johnny Express (2014),3.41,58,-0.13,0
Eddie Izzard: Circle (2002),3.63,76,-0.0,0
Sense & Sensibility (2008),3.85,101,0.06,1
Northmen - A Viking Saga (2014),2.77,35,-0.44,0
Tis kakomoiras (1963),3.6,31,0.06,1
Effie Gray (2014),3.14,32,-0.23,0
Reality (2014),3.72,102,0.01,1
Focus (2015),3.51,3135,-0.2,0
The Gamers (2002),3.2,38,-0.21,0
Merchants of Doubt (2014),3.86,79,0.08,1
"SpongeBob Movie: Sponge Out of Water, The (2015)",2.82,376,-0.57,0
Demonic (2015),2.68,96,-0.56,0
Marvel One-Shot: Item 47 (2012),3.27,109,-0.24,0
Kevin Smith: Sold Out - A Threevening with Kevin Smith (2008),3.07,44,-0.29,0
"Throw Away Your Books, Rally in the Streets (1971)",3.56,31,0.04,1
The Second Best Exotic Marigold Hotel (2015),3.41,368,-0.23,0
Ugly (2013),3.78,64,0.07,1
Twins of Evil (1971),3.1,42,-0.27,0
George Carlin: It's Bad for Ya! (2008),3.96,685,-0.01,0
Tracers (2015),2.76,127,-0.54,0
"McFarland, USA (2015)",3.73,468,-0.06,0
The Lazarus Effect (2015),2.64,295,-0.63,0
Assa (1987),3.81,66,0.08,1
Unfinished Business (2015),2.84,183,-0.53,0
Bogowie (2014),3.75,77,0.05,1
The Connection (2014),3.58,65,-0.01,0
Jacky in the Kingdom of Women (Jacky au royaume des filles) (2014),3.23,33,-0.19,0
Soulless (2012),3.23,58,-0.23,0
Ghost in the Shell Arise - Border 1: Ghost Pain (2013),3.73,193,-0.02,0
About Alex (2014),3.51,93,-0.06,0
Raanjhanaa (2013),3.47,51,-0.09,0
Whitey: United States of America v. James J. Bulger (2014),3.72,46,0.07,1
Spare Parts (2015),3.73,89,0.02,1
The Voyage Across the Impossible (1904),3.42,40,-0.09,0
Falcon Rising (2014),2.61,48,-0.53,0
Mardock Scramble: The Second Combustion (2011),3.09,32,-0.25,0
Rings (2005),3.14,56,-0.27,0
Run All Night (2015),3.19,806,-0.38,0
The Killers (1956),3.4,34,-0.09,0
Rich Hill (2014),3.84,37,0.13,1
Stand by Me Doraemon (2014),3.24,36,-0.19,0
Late Phases (2014),2.9,83,-0.47,0
Digging Up the Marrow (2014),3.15,53,-0.27,0
Clown (2014),2.86,155,-0.52,0
Cinderella (2015),3.37,1821,-0.31,0
Frozen Fever (2015),3.1,384,-0.4,0
Kidnapping Mr. Heineken (2015),2.85,120,-0.51,0
The Cobbler (2015),2.86,450,-0.56,0
Bill Hicks: Sane Man (1989),3.78,67,0.07,1
The Wrecking Crew (2008),3.69,88,0.01,1
India's Daughter (2015),3.93,34,0.15,1
Cardcaptor Sakura: The Sealed Card (2000),3.41,33,-0.08,0
Patrick (2013),2.28,37,-0.61,0
Ruby Red (2013),3.29,50,-0.18,0
Poltergeist (2015),2.68,489,-0.64,0
Pan (2015),2.68,459,-0.64,0
While We're Young (2014),3.27,573,-0.32,0
The Boy (2015),2.85,48,-0.44,0
Suite Française (2015),3.68,128,-0.01,0
Kitchen in Paris (2014),3.16,37,-0.23,0
Too Late for Tears (1949),3.31,40,-0.15,0
The Infinite Man (2014),3.14,45,-0.25,0
Insurgent (2015),3.16,3274,-0.44,0
Dum Laga Ke Haisha (2015),3.52,86,-0.06,0
Big Game (2014),2.65,218,-0.62,0
La vérité si je mens ! (1997),3.05,32,-0.27,0
Berserk: The Golden Age Arc 2 - The Battle for Doldrey (2012),3.68,220,-0.04,0
Berserk: The Golden Age Arc - The Egg of the King (2012),3.7,253,-0.04,0
Berserk: The Golden Age Arc 3 - Descent (2013),3.92,186,0.04,1
The Amazing Screw-On Head (2006),3.52,66,-0.04,0
Home (2015),3.22,1603,-0.39,0
The Brave Little Toaster Goes to Mars (1998),2.82,41,-0.44,0
Midnight Special (2015),3.29,1080,-0.33,0
"Gunman, The (2015)",2.92,201,-0.5,0
The Disappearance of Eleanor Rigby: Her (2013),3.59,62,-0.01,0
The Disappearance of Eleanor Rigby: Him (2013),3.49,67,-0.11,0
Escobar: Paradise Lost (2014),3.23,70,-0.25,0
Baby (2015),3.56,94,-0.05,0
Boys (2014),3.82,180,0.02,1
Futuro Beach (2014),3.0,30,-0.31,0
Furious 7 (2015),3.34,3621,-0.33,0
Unfriended (2014),2.8,746,-0.61,0
Backcountry (2014),3.22,187,-0.31,0
The Garden of Sinners - Chapter 5: Paradox Paradigm (2008),3.71,53,0.05,1
We Are Still Here (2015),3.0,228,-0.49,0
The Final Girls (2015),3.33,436,-0.28,0
The Whisperer in Darkness (2011),3.45,52,-0.1,0
Spring (2015),3.48,436,-0.21,0
Power/Rangers (2015),3.3,101,-0.22,0
Child 44 (2015),3.01,289,-0.42,0
George Carlin: Life Is Worth Losing (2005),4.0,345,0.03,1
Legend No. 17 (2013),3.7,111,-0.0,0
Love and Pigeons (1985),3.88,184,0.03,1
A Little Chaos (2014),3.35,138,-0.21,0
Innocence (1997),3.73,44,0.07,1
Get Hard (2015),3.1,1466,-0.45,0
Aziz Ansari: Live at Madison Square Garden (2015),3.14,68,-0.29,0
That Sugar Film (2014),3.6,124,-0.05,0
Stargate SG-1 Children of the Gods - Final Cut (2009),3.83,291,-0.01,0
The Vexxer (2007),3.19,31,-0.2,0
Ronal the Barbarian (2011),3.01,103,-0.37,0
Cinderella III: A Twist in Time (2007),2.85,170,-0.52,0
"Mickey, Donald, Goofy: The Three Musketeers (2004)",3.33,128,-0.22,0
The Brain (1969),3.55,30,0.04,1
Phoenix (2014),3.69,229,-0.04,0
Parallels (2015),3.04,184,-0.39,0
A Second Chance (2014),3.46,39,-0.07,0
Dead Rising: Watchtower (2015),2.57,45,-0.54,0
What Men Talk About (2010),3.79,212,0.0,1
Brother Bear 2 (2006),3.12,247,-0.37,0
Forklift Driver Klaus: The First Day on the Job (2001),3.46,78,-0.13,0
The Pirates (2014),3.48,30,-0.04,0
Kung Fu Jungle (2014),3.34,96,-0.2,0
Sabrina the Teenage Witch (1996),3.1,92,-0.33,0
Confession of Murder (2012),3.59,115,-0.05,0
Kill Me Three Times (2014),2.92,206,-0.51,0
Rurouni Kenshin: The Legend Ends (2014),3.49,98,-0.13,0
Rurouni Kenshin: Kyoto Inferno (2014),3.53,121,-0.07,0
The Atticus Institute (2015),3.1,82,-0.32,0
The Last Will and Testament of Rosalind Leigh (2012),2.85,54,-0.45,0
Rise of the Legend (2014),3.39,41,-0.11,0
Kristy (2014),3.01,69,-0.34,0
The Houses October Built (2014),2.87,92,-0.48,0
Preservation (2014),2.52,47,-0.55,0
Altar (2014),2.41,34,-0.58,0
Poker Night (2014),2.78,47,-0.47,0
A Wolf at the Door (2013),3.5,32,-0.01,0
The Humbling (2015),2.48,30,-0.56,0
Shaun the Sheep Movie (2015),3.5,624,-0.22,0
Infinitely Polar Bear (2014),3.41,119,-0.18,0
Bastards (2006),2.66,41,-0.51,0
Last Knights (2015),3.1,288,-0.39,0
The Jinx: The Life and Deaths of Robert Durst (2015),4.13,1372,0.01,1
Batman vs. Robin (2015),3.29,229,-0.27,0
Libre et assoupi (2014),3.61,35,0.05,1
Woman in Gold (2015),3.69,570,-0.08,0
Iliza Shlesinger: Freezing Hot (2015),3.16,54,-0.27,0
Samba (2014),3.38,123,-0.19,0
The Sound of Music Live (2013),2.41,33,-0.58,0
Cut Bank (2014),2.94,72,-0.44,0
Seven Dwarfs (2004),2.35,40,-0.61,0
Slaughter High (1986),2.43,34,-0.58,0
The Road Within (2014),3.62,163,-0.05,0
Lemonade Mouth (2011),3.22,117,-0.28,0
Tomorrowland (2015),3.2,2928,-0.42,0
The Forger (2014),2.93,74,-0.44,0
Far from Men (2014),3.77,46,0.09,1
No No: A Dockumentary (2014),3.4,42,-0.1,0
Good Kill (2014),3.31,163,-0.25,0
Hungry Hearts (2014),3.47,31,-0.05,0
Faults (2015),3.51,227,-0.11,0
Cub (2014),2.71,50,-0.51,0
The Barber (2015),2.9,30,-0.38,0
The Harvest (2013),2.81,71,-0.49,0
Paul Blart: Mall Cop 2 (2015),2.04,460,-0.8,0
El Infierno (2010),3.64,57,0.02,1
Time Traveller: The Girl Who Leapt Through Time (2010),3.4,30,-0.08,0
Adult Beginners (2015),3.06,59,-0.32,0
Alléluia (2014),3.32,31,-0.12,0
Breathe (2014),3.53,78,-0.04,0
Holiday in the Sun (2001),2.69,49,-0.51,0
N.H 10 (2015),3.47,51,-0.09,0
Book of Blood (2009),2.53,38,-0.53,0
Patlabor 2: The Movie (1993),3.81,95,0.05,1
Outcast (2014),2.18,66,-0.68,0
The Admiral: Roaring Currents (2014),3.48,84,-0.13,0
The Longest Ride (2015),3.65,718,-0.1,0
